,Unnamed: 0.1,Unnamed: 0,original,duplicate
368,368,368,253081,"{29394: 0.976031338632272, 16241: 0.9759236059256367, 18: 0.9758439607880183, '240344': 0.9753031693531199}"
369,369,369,253082,"{31940: 0.9805184241271991, 25241: 0.9803521807354247, 70876: 0.9803165844286483, 17193: 0.979026029175324, '252904': 0.9788690902269871}"
370,370,370,253112,"{645: 0.9914498135307481, '239141': 0.9910677151037897, 7116: 0.9905100886706615, '253059': 0.9904677085090675, 83149: 0.9903884983736525}"
371,371,371,253132,"{53292: 0.9916308606120243, 51368: 0.9913433786404453, 10006: 0.9909625695991231, 32011: 0.9909280623548475, '134515': 0.9909257925507778}"
372,372,372,253140,"{40601: 0.979155047063016, 22905: 0.9785132185538349, 62224: 0.9784923925053564, '248720': 0.9782758476186422, 45851: 0.9779710214021508}"
373,373,373,253218,"{'246373': 0.9734958100230164, 69: 0.9741942645992313, 50256: 0.9737656675905942, 14694: 0.9733886224624443}"
374,374,374,253295,"{'251021': 0.9520937995456479, 42389: 0.9537133768946042, 36118: 0.9530953686370655, 55187: 0.9523162078132174}"
375,375,375,253731,"{6429: 0.9877322801777603, 32236: 0.9851140360047673, 9563: 0.9842941930150473, '245667': 0.9833159391893899}"
376,376,376,253878,"{'237443': 0.9735575039334139, 54007: 0.9732576726277169, 4188: 0.972412065806637, 10835: 0.9717124217495327, '182935': 0.9715538642226457}"
377,377,377,253918,"{'106285': 0.9942318701138427, 33831: 0.994662185334632, 33832: 0.9944187458860118, 21228: 0.9943374911784097}"
378,378,378,253982,"{83249: 0.9866272977388493, 6572: 0.9865435133712649, 57157: 0.9858486137500044, '26410': 0.985802568124009, 928: 0.9858011838922663}"
379,379,379,254529,"{'252714': 0.9863191660381968, 49777: 0.9853285996136029, 2403: 0.9850647906847546, 41861: 0.9848691993789386, 1541: 0.9847751228763548}"
380,380,380,254551,"{'239301': 0.9846390985285788, 41744: 0.9845894889559546, 5808: 0.9843649483045657, 7218: 0.9843200062020405}"
381,381,381,254559,"{'251730': 0.97814308310403, '253731': 0.9771841211409278, 1411: 0.9750551021664194, 78666: 0.9748877667568815, 18: 0.9747727813336282}"
382,382,382,254575,"{69682: 0.9863764017613051, '223980': 0.985663846826763, 54655: 0.9857122937434756, 41602: 0.9845184767262188}"
383,383,383,254643,"{76100: 0.9831799957684013, 34827: 0.9831636901453144, '243381': 0.9816869317410891, 24691: 0.9814760411607203}"
384,384,384,254648,"{1686: 0.9795780230477067, '236724': 0.9783600835482535, 84717: 0.9778620360573719, 76130: 0.977692490066289}"
385,385,385,254654,"{5467: 0.9889214254434664, '244425': 0.9863170519994348, '163949': 0.9854069858706717, 7295: 0.9849363890231447, 3252: 0.984913135937702}"
386,386,386,254798,"{38425: 0.9879499465331093, '243047': 0.98717406139836, 6144: 0.9867849492097968, 57996: 0.9864533408493593, 8051: 0.9863420274298997}"
387,387,387,254811,"{'176927': 0.9757451290157768, 47783: 0.9775666203883485, 19390: 0.9771504864331688, 16902: 0.9756168553147021}"
388,388,388,254863,"{242: 0.9888768443156486, '209245': 0.9887970560278146, '238299': 0.9883312698353963, 5741: 0.9878912374151753, 11570: 0.9876313150519804}"
389,389,389,254890,"{'254865': 0.9915987599977238, 34787: 0.9915639127675449, 22094: 0.9914544222073817, 21091: 0.9913737114556229}"
390,390,390,254956,"{'248670': 0.9917731734490198, 16081: 0.9916988948098464, 76817: 0.9912609353059041, 70196: 0.9911756163977663}"
391,391,391,255000,"{'91658': 0.9776305849961836, '223760': 0.9764613945661964, 4439: 0.9764003300285985, 19610: 0.9760656923569996, 70193: 0.9760152051200881}"
392,392,392,255005,"{4977: 0.9792201012899661, 27415: 0.9783290920204742, '254984': 0.9783050489682843, 3593: 0.9782790987441441}"
393,393,393,255021,"{26895: 0.9929616513039617, '247046': 0.9914363105975103, 11080: 0.9918778031796428, 73835: 0.9915636873081255}"
394,394,394,255089,"{'199499': 0.989026774905297, 44407: 0.9895224485785873, 23393: 0.9895153264128337, 25392: 0.9894885483466384}"
395,395,395,255153,"{43218: 0.9873221611649036, '212191': 0.9841725498436006, 18776: 0.9851000771797154, 43237: 0.9848936514103378}"
396,396,396,255163,"{5061: 0.990942232416192, 35693: 0.9907275497507723, '222782': 0.9906362694700452, 11732: 0.9907191771920215}"
397,397,397,255165,"{11309: 0.986726045204709, 51401: 0.9863452263995577, '250305': 0.9842927613590664, 14933: 0.9846440957944687}"
398,398,398,255168,"{'254495': 0.9938332522780977, 4036: 0.9942475764101162, 9052: 0.9937570498887341, 645: 0.993140944023154}"
399,399,399,255201,"{47821: 0.9839778826488494, 8966: 0.9837657815281767, '255200': 0.982560098842796, 45076: 0.9824591872376637, 23684: 0.9821401623114322}"
400,400,400,255331,"{'240033': 0.9850942684978833, 48680: 0.9828376518896617, '249529': 0.9822554569518281, 22157: 0.9821386777050666, 12206: 0.9821255332642915}"
401,401,401,255389,"{79098: 0.9847000125529283, 14758: 0.9840734131308383, 39725: 0.9822243672458338, 73394: 0.9820190248169061, '247631': 0.9817002436674421}"
402,402,402,255413,"{16902: 0.9788443049531976, 2053: 0.9782795815941457, 12: 0.9779321994858401, 47783: 0.9771118827893006, '242634': 0.9769642178632051}"
403,403,403,255424,"{'184787': 0.9883815940506612, 52002: 0.987868020907167, 19254: 0.9878441745133887, 48742: 0.9878193230193112}"
404,404,404,255730,"{149: 0.9782690055246374, 80489: 0.9751480828000516, '252910': 0.9745315329823218, 57075: 0.974310765674626}"
405,405,405,255736,"{43052: 0.9907813241377733, '230423': 0.9900088339689477, 84654: 0.9899927144062917, '255089': 0.9897041958725148, 24532: 0.9891610096815195}"
406,406,406,255817,"{61055: 0.9963660314048118, '61897': 0.9961769484292438, 12607: 0.9960846497174185, 4392: 0.9960153525749481}"
407,407,407,255981,"{'240329': 0.9886029516007027, 18976: 0.9891878815046367, 31508: 0.9883573750637786, 68338: 0.9878923631152409}"
408,408,408,256052,"{57157: 0.9808174029688718, 72492: 0.9799435767505015, '235759': 0.9795648923937098, 47926: 0.9794404290082537, '245784': 0.9789385857666626}"
409,409,409,256160,"{1516: 0.98359409672736, '23406': 0.9821292230535266, 1592: 0.9821265322848765, 36626: 0.9818564343315751, 70876: 0.9814542976974311}"
410,410,410,256193,"{51688: 0.9741595465612977, 5243: 0.973434935513404, '241086': 0.9716945233785713, '238033': 0.9715614692650216, 47143: 0.9710718519253528}"
411,411,411,256213,"{47783: 0.9894927444491675, '240329': 0.9862233161649009, 21685: 0.9856674094484911, 18875: 0.9854467795669397}"
412,412,412,256214,"{47783: 0.9894927444491675, 16902: 0.9879397304495213, 5765: 0.9862233161649009, 21685: 0.9856674094484911, '256213': 0.9854467795669397}"
413,413,413,256215,"{'256213': 0.9894927444491675, 16902: 0.9879397304495213, 5765: 0.9862233161649009, 21685: 0.9856674094484911, '255981': 0.9854467795669397}"
414,414,414,256216,"{47783: 0.9894927444491675, 16902: 0.9879397304495213, '240981': 0.9862233161649009, 21685: 0.9856674094484911, 18875: 0.9854467795669397}"
415,415,415,256218,"{'256215': 0.9894927444491675, 16902: 0.9879397304495213, '256213': 0.9862233161649009, 21685: 0.9856674094484911, 18875: 0.9854467795669397}"
416,416,416,256265,"{'255403': 0.9937907839748299, 44421: 0.994278330304544, 64603: 0.9940113781435028, 68698: 0.9934681805979652}"
417,417,417,256346,"{18097: 0.9896753931678195, '256344': 0.9884679828597, 7228: 0.9888510998835238, 8548: 0.9884072872094912}"
418,418,418,256353,"{'248670': 0.9843374733499548, '254956': 0.9842245813803042, 11306: 0.9834031710549384, 36629: 0.982982749506799, 591: 0.9829722228141794}"
419,419,419,256480,"{65786: 0.9888196746190888, 1111: 0.9884689309947693, 33785: 0.9884064116012365, 74671: 0.9883661539378653, '253731': 0.9883536054747947}"
420,420,420,256523,"{73390: 0.9896174300839863, 79270: 0.9880341581747696, 220: 0.9880124366756775, '222862': 0.9879599470447974, 49777: 0.9878990921508437}"
421,421,421,256540,"{56615: 0.9861603169903777, 74616: 0.9852833673444212, 34787: 0.9840423559787931, 1570: 0.9839703595355198, '256169': 0.9839137501082216}"
422,422,422,256543,"{33738: 0.98639693783849, 25371: 0.9860794825828637, 83284: 0.984140091153958, '133548': 0.9835121602141469, '156264': 0.9832530608497745}"
423,423,423,256675,"{'256523': 0.991547125160168, 8051: 0.99076968356118, '222862': 0.9906727831209623, 27378: 0.9904150496473026, 44258: 0.9902168404279682}"
424,424,424,256730,"{18524: 0.9874722233386756, 5176: 0.9856036825446196, 48575: 0.985584707780458, '244318': 0.9855090623550785, 32236: 0.9852276442511358}"
425,425,425,256773,"{'92757': 0.9841811532296338, 15732: 0.9850356132094468, 39334: 0.9840052825725154, 32236: 0.9837795075417768}"
426,426,426,256776,"{1822: 0.9778940140623805, 74219: 0.9747356692756222, '53895': 0.9745251008367123, 11332: 0.9743864942918565}"
427,427,427,256801,"{'141958': 0.976618239607613, 75020: 0.9779610356378166, 1442: 0.9764039354975909, 11309: 0.9757863592345477}"
428,428,428,256890,"{'240894': 0.9860036921510791, 41310: 0.987657628646206, 13281: 0.9876026481864868, 34901: 0.986012721526165}"
429,429,429,256919,"{21780: 0.9859152406543441, 73390: 0.9857488362667719, 5201: 0.98556826346097, '256523': 0.98504344887039, 81550: 0.9848989614129791}"
430,430,430,256921,"{68569: 0.9865215245973953, 12478: 0.9840313256307491, '255822': 0.9829945572494181, 42623: 0.9837942825825541}"
431,431,431,256940,"{'256666': 0.9743566983371164, 46556: 0.9752877405165274, 34797: 0.9750736723536213, 19603: 0.9739777984246284}"
432,432,432,256953,"{'251460': 0.9861364305763525, 47015: 0.9871444769173725, 18524: 0.9870926582823981, 34797: 0.9862327098546882}"
433,433,433,256995,"{11116: 0.989125965615574, 78724: 0.9886698453449834, '253718': 0.9879062486063913, 43237: 0.9879869671887025}"
434,434,434,256998,"{2946: 0.9796020867587831, '249963': 0.978939847696824, 84498: 0.9786627345457536, 77183: 0.9785829403703712}"
435,435,435,257041,"{23939: 0.9730218680914312, '244361': 0.9715591830151404, '245425': 0.9710295838249591, 42342: 0.9693955759191574, 51756: 0.9691006320841231}"
436,436,436,257084,"{41744: 0.9858356063273749, '232600': 0.9813105048765308, 38425: 0.9813464483492967, 225: 0.9811474216068117}"
437,437,437,257176,"{10545: 0.9881147124337495, '185693': 0.9857141875499571, 39725: 0.9854730122740882, 33480: 0.9854418589375241}"
438,438,438,257313,"{33066: 0.9851132031586556, '242916': 0.9845310939184825, 56621: 0.9841861863569946, 44149: 0.9839050383798231, 65690: 0.9835908165784752}"
439,439,439,257342,"{'217370': 0.995969227243696, 16372: 0.995793168375257, 39839: 0.9957823185774147, '242894': 0.9957039289993962, 20495: 0.9956878939608093}"
440,440,440,257392,"{'257278': 0.9892543449344033, 14444: 0.989634761800362, 22222: 0.989320903826076, 6530: 0.9892467368745682}"
441,441,441,257425,"{33157: 0.9794143023224333, '215530': 0.9783084258732065, '187259': 0.9777072563196946, 79697: 0.9776357689837595, 45736: 0.9775373964131812}"
442,442,442,257520,"{36626: 0.9920351646952225, 81903: 0.9914674369453158, '248751': 0.9907592144949703, 31740: 0.9906927053315743}"
443,443,443,257537,"{'237174': 0.9956377896398255, 62823: 0.9956056865016897, 39839: 0.9951195172661665, 45617: 0.9950896887123925}"
444,444,444,257676,"{40718: 0.9910218222397721, '252561': 0.9901214939039712, 20574: 0.9900827969253008, 71280: 0.9899753018491906}"
445,445,445,257710,"{'245527': 0.9757117283153687, 4188: 0.9752171090766188, 47783: 0.9744886162420626, 41508: 0.9743493429558344, 36821: 0.9732783269056694}"
446,446,446,257786,"{'257112': 0.9851867866355273, 9563: 0.9862734679250815, 19060: 0.9857178629127231, 48984: 0.9853882683323602}"
447,447,447,258010,"{'250443': 0.9801953969223821, 393: 0.9794006176219405, 45255: 0.9792422660996699, 7053: 0.9790258439632193, 9048: 0.9788146613410157}"
448,448,448,258150,"{'256345': 0.9927608871947889, 6467: 0.9939429073744716, 7053: 0.9925478090270935, 32003: 0.9924782865127615}"
449,449,449,258158,"{'258153': 0.9858122030926315, 65427: 0.9861841100692352, 61293: 0.985682936702233, 78429: 0.9856708474812865}"
450,450,450,258179,"{31237: 0.9920915133314001, 74916: 0.9915251480542944, 9130: 0.9909221454418236, 24432: 0.9905528265265319, '258155': 0.9898116662632026}"
451,451,451,258223,"{10282: 0.9668861670560236, 80275: 0.9668465841445213, 76197: 0.9646292506398814, '258119': 0.9609835973823659}"
452,452,452,258294,"{'209189': 0.9846716986967218, 61656: 0.9859086389075918, 18453: 0.9857015743401126, 1516: 0.9842350342659654}"
453,453,453,258316,"{'184475': 0.9869452733063299, 59902: 0.985832490627382, '212020': 0.9850246281909615, 36064: 0.9849420616704884, 16081: 0.9848678782257633}"
454,454,454,258334,"{'242634': 0.983920599597567, '255413': 0.9817872880716435, 42686: 0.9812286275604218, 1920: 0.981201003048372, 55977: 0.9799828279323343}"
455,455,455,258357,"{22519: 0.9779638664823636, 12575: 0.9769991134634795, '257790': 0.9759973968805852, 58062: 0.9763160548484282}"
456,456,456,258444,"{'256480': 0.9844511215205252, 54927: 0.984346327806757, '251175': 0.9842293355136968, 34797: 0.9842200321554887, 83256: 0.9837836562736086}"
457,457,457,258526,"{74916: 0.990413875227262, 267: 0.9901304018969561, '236855': 0.9894920865315183, 10545: 0.9899653016634202}"
458,458,458,258545,"{'248010': 0.9713894552618844, 22893: 0.9714521098897915, 39725: 0.969535646609117, 42365: 0.9688362965127073}"
459,459,459,258686,"{19385: 0.9905207319999784, '257088': 0.9896714582430328, 4065: 0.9890087538760507, 50062: 0.9889666707102083}"
460,460,460,258737,"{'245035': 0.9844844962034005, 41652: 0.9844802759011542, 53415: 0.9832289862607573, '241384': 0.9827578767946673, 42365: 0.9823949451444937}"
461,461,461,258754,"{'258119': 0.9780289815084823, 51911: 0.9777618944523315, 5680: 0.9770949467166432, '258223': 0.9766243943757689, 48453: 0.9761491600335559}"
462,462,462,258763,"{5320: 0.9799508593180318, '251347': 0.97983384098705, 1592: 0.9797622726322471, 29821: 0.9794854110679387}"
463,463,463,258765,"{'209686': 0.9855392414826077, 79429: 0.9858503589709695, 5765: 0.9854785776815865, 4456: 0.9853453516798985}"
464,464,464,258767,"{77266: 0.9962153581529248, 82346: 0.9961311979883593, '242720': 0.9959289614074912, 83149: 0.9961144944618903}"
465,465,465,258886,"{'242902': 0.9786865081285776, 45612: 0.9763560044609605, 23427: 0.9758636071644399, 51713: 0.9732857567718443, '250461': 0.9730916041336111}"
466,466,466,258941,"{42621: 0.9767001235653248, '257373': 0.9721276576891688, 80063: 0.9742516195441613, 9403: 0.9720720416630826}"
467,467,467,258982,"{'86196': 0.976300751415903, 20538: 0.9811594384204965, 3332: 0.9776160754763621, 39: 0.9763534394736801}"
468,468,468,258987,"{15177: 0.9773968520639816, '246221': 0.9745153375095873, 15862: 0.9743465829465644, 5904: 0.9739133674606334}"
469,469,469,258995,"{29783: 0.9833469908650193, 15256: 0.9826830223384267, '251021': 0.9823005385548581, 53114: 0.9820966460661897}"
470,470,470,258997,"{'258066': 0.9915596398507223, 41940: 0.9899932184963689, 2649: 0.9899550989877768, 64603: 0.9899479769756065, 36887: 0.9899418567181012}"
471,471,471,259013,"{'257815': 0.9889283113287106, 32741: 0.9887846401760607, 59192: 0.9887345888053907, 13956: 0.9886306869158247, 9969: 0.9883302313897475}"
472,472,472,259227,"{83217: 0.9913021445394556, 25528: 0.9912273292858599, 16769: 0.9910913602035267, '173095': 0.9908109104234183}"
473,473,473,259371,"{'247069': 0.964567195609894, 24888: 0.9640789537638141, 6487: 0.9638556416346581, 27865: 0.9619378671103314, '204333': 0.961875171637937}"
474,474,474,259433,"{21190: 0.9800490491725584, 26981: 0.9784560509784438, 83770: 0.9777779155152295, '239477': 0.9776968864181197}"
475,475,475,259457,"{23178: 0.9784984397570314, 39651: 0.9784639633094798, 79922: 0.9773932499483525, '90742': 0.975459661005136}"
476,476,476,259464,"{68849: 0.9828610043536725, 27220: 0.9825407212416131, '254936': 0.9800502768846907, 51171: 0.9798707909024018}"
477,477,477,259496,"{'258877': 0.9769479266885063, 474: 0.9760863490950308, 48286: 0.976051671399355, 16902: 0.9755894013187784}"
478,478,478,259557,"{113: 0.9757327216258337, 5765: 0.9747021758934145, '196970': 0.9722850555545024, 61133: 0.9724781040506224}"
479,479,479,259717,"{71101: 0.9895985868674643, '258799': 0.9893117477165428, 46194: 0.9891881902405933, 71579: 0.9890543206667304, 74437: 0.9886069855705751}"
480,480,480,259845,"{52402: 0.9821752891686822, '251175': 0.9812821109330574, 2692: 0.981272706506342, '253731': 0.9806447218016888, 2403: 0.9805263132373394}"
481,481,481,259889,"{15256: 0.9857802833191882, 4944: 0.9856226632102977, '256540': 0.985495232045583, 474: 0.9853598238512674, 30684: 0.9852257102551398}"
482,482,482,259971,"{38282: 0.987679609258473, '212191': 0.9857024773947729, 7733: 0.9864018489403841, 50960: 0.986378516930858}"
483,483,483,260001,"{59252: 0.9846787482982109, 47582: 0.9840311541232556, '251788': 0.9838278979908217, '254559': 0.9835560970244138, 50368: 0.9833664505877097}"
484,484,484,260015,"{9932: 0.9858121084077751, '255229': 0.9837633553591073, 81928: 0.9840728892411046, 67754: 0.9837111212387709}"
485,485,485,260018,"{19706: 0.9926767963789297, 51714: 0.9919421823961758, '72211': 0.9915112331110923, 46920: 0.9918129506261228}"
486,486,486,260046,"{30748: 0.983710924435512, '259557': 0.9819897670193468, '196970': 0.9819399614197168, 10835: 0.9818720951540941, 13883: 0.9818149174433093}"
487,487,487,260049,"{'259727': 0.97028919917512, 18930: 0.9708902577616949, 30812: 0.9701747746031435, 31250: 0.9701323604218905}"
488,488,488,260121,"{26827: 0.9900326126679512, 13942: 0.9888310697757395, '254533': 0.987091859823048, 4887: 0.9870580548183977}"
489,489,489,260123,"{49415: 0.9919562908928219, '260049': 0.9905096792867266, 23186: 0.9904709472566472, 39759: 0.9904398885935116}"
490,490,490,260239,"{'250416': 0.9832539820537481, 26827: 0.9835386289474003, 37298: 0.9834271446242827, 4927: 0.983293129110003}"
491,491,491,260269,"{24171: 0.99481584964173, '255168': 0.9940025208566201, 4882: 0.9936653235332742, 82704: 0.9934831218599021, 41187: 0.9933684226784825}"
492,492,492,260273,"{'254549': 0.9875915797926034, 48493: 0.988950384303812, 33560: 0.9882640730275327, 3135: 0.9876793065365523}"
493,493,493,260279,"{10067: 0.972093595101094, '259727': 0.9717892808591458, 70876: 0.9706110792193996, 18930: 0.9704624654974836, 6052: 0.9704201592123798}"
494,494,494,260314,"{30950: 0.9955461778585488, 645: 0.9955131251401744, 13023: 0.9950509832454241, '257969': 0.9949016856874593}"
495,495,495,260344,"{25266: 0.9954627979902675, 45617: 0.994270972099596, 73147: 0.9938001317504299, '260314': 0.9936390026312247}"
496,496,496,260398,"{'64116': 0.9838683404096984, 71942: 0.9837995100481035, 84767: 0.983611002701496, 11546: 0.9833196164865355}"
497,497,497,260499,"{30888: 0.9869806733717887, '253227': 0.986568058458647, 22875: 0.9863468742937905, 42163: 0.9860504856550272}"
498,498,498,260512,"{24480: 0.9719188692151787, '221583': 0.9684312545163991, 8: 0.9703819957279933, 47783: 0.9691655891353439}"
499,499,499,260566,"{'245784': 0.9515064461125881, 39956: 0.9490902138033825, 71073: 0.9480143457275375, 25161: 0.946957757846709, '239039': 0.9461623540759655}"
500,500,500,260585,"{23607: 0.9894441109079912, 79931: 0.9891865628093114, 10006: 0.9890947302008708, 61293: 0.9888297898017393, '252453': 0.9885521103448442}"
501,501,501,260640,"{'259687': 0.9795380514922616, 59093: 0.9790644194806921, 76499: 0.9783173107498357, 66484: 0.9781865678886704}"
502,502,502,260661,"{'150870': 0.9828041099928085, 52002: 0.9832844426106119, 53489: 0.9832270686864774, 58403: 0.9828291107880661}"
503,503,503,260664,"{42319: 0.986169451124847, 37356: 0.9846084048175996, '249956': 0.9818700676782448, 66088: 0.9818132053489111}"
504,504,504,260668,"{5883: 0.9713354511055561, 60171: 0.9701846894454248, '244680': 0.9676381971786548, 56909: 0.9678385981435214}"
505,505,505,260712,"{76258: 0.9811572595076861, 69463: 0.981034018069065, '160870': 0.9786780086061647, 29737: 0.9783095582055716, '233759': 0.977880452506769}"
506,506,506,260747,"{12759: 0.9869679093449464, 33562: 0.9867091587730181, '256561': 0.9844550186073815, 16400: 0.9848123103516183}"
507,507,507,260762,"{10177: 0.9934390208061885, 6679: 0.9929654118363024, '107668': 0.992691927839718, 56495: 0.9927129283690022}"
508,508,508,260772,"{38904: 0.9850347979711302, 80903: 0.9838270072062809, '240052': 0.9837588062735497, '239209': 0.9830188780666881, 44203: 0.9827551429209066}"
509,509,509,260801,"{'236524': 0.9923490490511921, 58152: 0.991712832432062, '241013': 0.9915057181927093, 74422: 0.9914521634792764, 6609: 0.9912023687294336}"
510,510,510,260894,"{34148: 0.9771047166420914, 47783: 0.9763740185711722, '221583': 0.9755502361533496, 18875: 0.9749552631759955, '260512': 0.9748975678944978}"
511,511,511,261069,"{'256561': 0.9865509529693526, 71579: 0.9864927303998685, 46565: 0.985934787274187, '260747': 0.9857048633427002, 9975: 0.9853186255871103}"
512,512,512,261147,"{15204: 0.9936638637113603, 38481: 0.993050995692019, '164082': 0.9922138865580657, 53130: 0.9919799553822514}"
513,513,513,261276,"{'248829': 0.9878944405496313, 51434: 0.9877265617116955, 822: 0.9876456545123394, 11806: 0.987554324716579, '253731': 0.9872011808386764}"
514,514,514,261303,"{'256214': 0.983134686886549, 13985: 0.9810855080627803, 14846: 0.980462365754691, '256213': 0.9793305482611471, 6218: 0.9789603848286315}"
515,515,515,261388,"{6148: 0.9954184904008944, '247330': 0.9950151644760034, 59280: 0.9948822073083355, 60192: 0.9947621179527627, 59279: 0.9946588982398918}"
516,516,516,261398,"{9891: 0.9659648139978664, 5320: 0.9628158429485896, '260932': 0.959608897208903, 6052: 0.9597311011771038}"
517,517,517,261416,"{15733: 0.9924298815960092, 15732: 0.9917026914296665, '251317': 0.9900553993300156, 61145: 0.9894162652543099, '231075': 0.9893797910836131}"
518,518,518,261430,"{41652: 0.975374677914015, '261143': 0.9658544110111079, 29822: 0.9665202264978161, 20681: 0.9658274077410187}"
519,519,519,261530,"{12656: 0.9932120110943322, 15732: 0.9925620153196755, 15733: 0.992497332632057, '260374': 0.9923726250227328}"
520,520,520,261598,"{'254533': 0.9853640875704253, 48742: 0.9851020632110998, 55832: 0.9850163527160879, '260121': 0.9845883046325363, 7021: 0.9840865398411252}"
521,521,521,261615,"{9891: 0.9820392879764364, 24114: 0.9805657976979999, 22688: 0.9799492399768877, '86569': 0.979198757815703}"
522,522,522,261645,"{14144: 0.9876242409549439, 33998: 0.9872977397009159, '261640': 0.9867237286384432, 18524: 0.9871012585960686}"
523,523,523,261673,"{34200: 0.9885679893552655, 76247: 0.9879739233299363, 12382: 0.9862184231770816, '261619': 0.9856642022068507, 59252: 0.9854319023602334}"
524,524,524,261718,"{'196884': 0.9835792430986767, 45691: 0.9839526293020378, 1546: 0.9839147304000379, 357: 0.9834624457479021}"
525,525,525,261793,"{6213: 0.9818411074131445, 5749: 0.9807693801141968, 54505: 0.9805412348386527, '261206': 0.9803379068298343, 4031: 0.9793540907155951}"
526,526,526,261839,"{64389: 0.984746737421453, 80903: 0.9836419887141081, 111: 0.9835169944719236, '259643': 0.9828956130684673}"
527,527,527,261850,"{36519: 0.9788148152039654, 74570: 0.9783922102385195, 225: 0.9765588660667145, '254795': 0.9763325016434158, 74423: 0.9763256271674197}"
528,528,528,261865,"{'207817': 0.9779185013706713, 84954: 0.9793684969430397, 37209: 0.9782857589621702, 1968: 0.9780211584723327}"
529,529,529,261866,"{44645: 0.9883906025431003, 81491: 0.9880792255070832, 72163: 0.9869922928892579, '169859': 0.9869857304791723, 34290: 0.9868660567736237}"
530,530,530,261938,"{'261675': 0.9660518082370071, 52207: 0.9666189152410826, 70457: 0.9661018869845635, 52036: 0.9660188740071465}"
531,531,531,262061,"{5892: 0.9915772993170356, '258133': 0.9909694822478861, 3192: 0.9911326212563215, 58070: 0.9905116658716459}"
532,532,532,262078,"{'261214': 0.9878937916098216, 16713: 0.9861232581230056, 128: 0.9851982592738603, 39527: 0.9850427132896797, 46556: 0.9847954612476704}"
533,533,533,262083,"{16372: 0.9925931370586482, 21097: 0.9925524693338252, '256912': 0.9918539088869615, 26780: 0.9918513554668752}"
534,534,534,262096,"{64389: 0.9731662254685187, 10545: 0.9731491794216187, 1802: 0.9730878427187366, 2200: 0.972869165331542, '258765': 0.9722736040523386}"
535,535,535,262108,"{'262035': 0.9960916143402072, 61574: 0.9963021574361237, 81672: 0.9960116873948107, 84009: 0.9958611946095877}"
536,536,536,262134,"{32661: 0.9956336774404241, 18572: 0.9956073479542268, 64603: 0.9954877487272712, '262088': 0.994860401563255}"
537,537,537,262312,"{'239477': 0.9601629528618053, 64130: 0.9602497653027218, 58405: 0.9590546394635399, 26648: 0.95795987216073}"
538,538,538,262358,"{49701: 0.9894829852310864, 76046: 0.9894232797213833, 50566: 0.9884959104260861, '258644': 0.9883917966770981, 6590: 0.9882965589473974}"
539,539,539,262387,"{58380: 0.9794629696849766, 23684: 0.9784250347408766, 12349: 0.9779968580971847, '192463': 0.9779197878739613, 72081: 0.9779072483579184}"
540,540,540,262445,"{'212191': 0.9771289748595589, 70134: 0.9762495696714758, '259971': 0.9758951443609314, 12417: 0.9753719334895964, 57790: 0.9752644597771855}"
541,541,541,262455,"{11555: 0.9896463744520565, '262020': 0.9891105409481833, 66642: 0.9894093185407113, 53352: 0.9888886457522015}"
542,542,542,262555,"{'254795': 0.9850942748351806, 51688: 0.9875652799211126, 51687: 0.986700876341069, 5243: 0.9859532188574481}"
543,543,543,262557,"{16063: 0.9797781825808944, 9458: 0.9796080822486074, '249755': 0.9781319501540775, '233902': 0.9780234633861922, 16692: 0.9780156316851887}"
544,544,544,262624,"{13771: 0.9922883091272918, '260921': 0.9917732339516016, 24431: 0.9914491400478813, 21661: 0.9910722722300774}"
545,545,545,262640,"{26643: 0.9833590265606037, '262177': 0.9779095790848936, 7572: 0.9784577790608687, 17694: 0.9779170677282418}"
546,546,546,262664,"{'251943': 0.989995136272881, 26576: 0.9902818232551063, 43211: 0.9902107764201475, 14375: 0.9900817902201573}"
547,547,547,262712,"{15415: 0.9904647594771689, 6789: 0.9902008577740815, 78809: 0.9895152681175763, 9401: 0.9894962786425501, '262558': 0.989468423457664}"
548,548,548,262758,"{4970: 0.9959415830225703, '256953': 0.995699653713998, 65019: 0.9956777159981924, '251460': 0.9953978644483233, 21228: 0.9952306451735425}"
549,549,549,262771,"{'260591': 0.9909496116554526, 62963: 0.9909314307983301, 12332: 0.9909287522733711, 81811: 0.9909111324945705}"
550,550,550,262772,"{66358: 0.9814216456088738, 12066: 0.9810389818189519, 27375: 0.9809820945008667, '262023': 0.9799055722509116}"
551,551,551,262792,"{17157: 0.9955558654021951, 62594: 0.9953390933619646, 40365: 0.9953263999472395, '262561': 0.9953250630272611, 19695: 0.9951922084972274}"
552,552,552,262845,"{'262263': 0.9843193855375152, 5421: 0.9844777996155616, 33082: 0.9841824368334628, 35693: 0.9838721145502143}"
553,553,553,262871,"{10930: 0.9908131683984157, 67478: 0.9904896334314196, 3458: 0.990195222355677, 5034: 0.9901767786850537, '262266': 0.9900349997504961}"
554,554,554,262891,"{'212583': 0.9838473439816544, 6201: 0.9839706742213579, 2583: 0.98391866335865, 34901: 0.9829588388685729}"
555,555,555,262916,"{10005: 0.9900277410709813, '172076': 0.9895555040032167, 27031: 0.9895202143462001, '172018': 0.9892326795801727, 21091: 0.9891338320939612}"
556,556,556,262935,"{'262841': 0.9696887711369964, 113: 0.9701523688705935, 77203: 0.9697898477632287, 24480: 0.9696351078301558}"
