,Unnamed: 0.1,Unnamed: 0,original,duplicate
1334,1334,1334,725537,"{48894: 0.9865673663067895, '724410': 0.9860173744428732, 75222: 0.9859213957647887, 103568: 0.9856098223760692, 94977: 0.9854409901965198}"
1335,1335,1335,725574,"{83873: 0.9850512061141228, 103175: 0.9810137030211428, 93185: 0.9798992197024129, '541192': 0.9788128731582637, 108248: 0.9785627534457003}"
1336,1336,1336,725591,"{74601: 0.9870600787319284, '725325': 0.9849745522071753, 104901: 0.9845504922876235, 49111: 0.9839293055785658, 102740: 0.9833041657763748}"
1337,1337,1337,725592,"{74601: 0.9857404957697887, 19559: 0.9838556047247864, '725591': 0.9829827295872821, 99805: 0.9826821382341298, 49111: 0.9823311356230254}"
1338,1338,1338,725622,"{'310212': 0.9915658607208053, 104901: 0.990264122861251, 101188: 0.9899092062520652, 38012: 0.9898376591303836, 18480: 0.9893039031326926}"
1339,1339,1339,725791,"{105030: 0.9926415443716476, 105084: 0.9923453120622777, '721417': 0.9923175759702292, 105026: 0.9919974963868783, 105049: 0.9919809627576951}"
1340,1340,1340,725896,"{37606: 0.9882566234811132, 84410: 0.9879867537054606, 113929: 0.9872485065380203, '724381': 0.9867659444432472, 48185: 0.9867417674982969}"
1341,1341,1341,725980,"{'691062': 0.9860829593233719, 43408: 0.9851926216440807, 48934: 0.9849958101434688, 9015: 0.9844538375359513, 44391: 0.9833558592669523}"
1342,1342,1342,726102,"{36918: 0.9876121113692113, '564449': 0.9875871790860816, 113458: 0.9872575294523622, 53667: 0.9871817271271989, 37588: 0.9870462129202818}"
1343,1343,1343,726105,"{94832: 0.9860093825492052, 30701: 0.9850721217767656, 93743: 0.984727388801163, 4447: 0.9846917933648986, '705001': 0.9845451800885734}"
1344,1344,1344,726133,"{'724405': 0.9863887951910166, 48767: 0.9856212398016623, 31778: 0.9852539275702494, 34773: 0.9849665920607709, 105270: 0.9848666289699545}"
1345,1345,1345,726152,"{30260: 0.9953364628578076, '719127': 0.9952550576400945, 53925: 0.9951935357437705, 28783: 0.9950904282557181, 107119: 0.994968314478904}"
1346,1346,1346,726329,"{2006: 0.9859274386487379, 43408: 0.9842707866303672, 32694: 0.9825445478731687, 511: 0.9822552687710953, '704568': 0.9821944919338639}"
1347,1347,1347,726342,"{107402: 0.9809469355337173, 109323: 0.9806917122820733, '581352': 0.9803540703132458, 103407: 0.9803105113774632, 9351: 0.9802868801227591}"
1348,1348,1348,726350,"{86425: 0.9762085310476964, 822: 0.9753389756318773, 94764: 0.9745451291048511, '685643': 0.9738106776640102, 45499: 0.9738030468810267}"
1349,1349,1349,726444,"{93709: 0.9888190565370876, '685357': 0.9887079115400083, 104471: 0.9886991726700584, 57971: 0.9882157637934205, 75181: 0.9877452690479104}"
1350,1350,1350,726475,"{83873: 0.9809391211146306, 101556: 0.9803526772420638, '725980': 0.9799975037916437, 104937: 0.9796786049562602, 102868: 0.9794989058918969}"
1351,1351,1351,726518,"{'722347': 0.9932315336592811, 7482: 0.9911945231577873, 110188: 0.9906266540590489, 85944: 0.9906155379081638, 89945: 0.9905986309816561}"
1352,1352,1352,726537,"{84891: 0.9866432873834532, 102467: 0.9864911191358432, 2780: 0.986375040002284, 4447: 0.986369723450311, '279904': 0.9863590223837286}"
1353,1353,1353,726558,"{97942: 0.9801830960207907, 43631: 0.9798148345597901, '648609': 0.9789980114381486, 49111: 0.978453219581814, 51732: 0.9784518792229361}"
1354,1354,1354,726568,"{95662: 0.9862006363564101, 74273: 0.9848836596568415, '600500': 0.9847745384495197, 80794: 0.9837474400779901, 32127: 0.9836961262755803}"
1355,1355,1355,726740,"{64238: 0.9869546655204603, 51736: 0.9850787399165042, '608971': 0.9850578105304324, 3647: 0.9841776797678425, 47542: 0.9841774478129067}"
1356,1356,1356,726986,"{37187: 0.9926021749859802, '725237': 0.9919193965381582, 85852: 0.9915455223130822, 108570: 0.9907667799796017, 29931: 0.9905160588357216}"
1357,1357,1357,726991,"{39093: 0.9851933241579421, '726438': 0.9847655188618957, 35391: 0.984710767481451, 78752: 0.9847053018651736, 9904: 0.9843786272853656}"
1358,1358,1358,727106,"{'720154': 0.9901593610557922, 2263: 0.9867720181230281, 33419: 0.9863668597699424, 29718: 0.9854790485696074, 46569: 0.985272990529343}"
1359,1359,1359,727132,"{33813: 0.996633059985245, 30252: 0.9963534171641744, '712859': 0.9962836973142504, 47770: 0.9960221730316509, 30512: 0.9959538323159915}"
1360,1360,1360,727196,"{26752: 0.9899008236463351, 98364: 0.9894463455800279, 104726: 0.9891111517263563, '704568': 0.9890849006922043, 50059: 0.9889949838596114}"
1361,1361,1361,727305,"{30934: 0.9715851444543364, 51727: 0.9715833986258087, '690789': 0.9715134125862933, 87689: 0.9710112086544025, 46132: 0.9709932794613143}"
1362,1362,1362,727377,"{100416: 0.9993421049745481, 98716: 0.9991318220682414, 100455: 0.999119255956572, 104943: 0.9986299865775286, '687325': 0.998485535924228}"
1363,1363,1363,727514,"{2975: 0.9837969037621939, 101575: 0.9830478853391746, '626993': 0.9816828260861366, 5372: 0.9815696180756164, 64238: 0.9810805307083456}"
1364,1364,1364,727523,"{'252441': 0.993918840922938, 106820: 0.988271961466789, 102547: 0.9882267428262479, 46432: 0.988022046110451, 60138: 0.9878384773156845}"
1365,1365,1365,727916,"{98986: 0.9844154411937416, 98275: 0.9833063177168346, 81116: 0.9827393177666871, 75241: 0.9825104358188769, '544964': 0.9820799052693948}"
1366,1366,1366,728107,"{111598: 0.986649496697464, '727196': 0.9855250673220359, 46394: 0.9855022708964541, 97490: 0.9852701538877989, 111194: 0.9850416432994062}"
1367,1367,1367,728173,"{43379: 0.9827223902277724, 94143: 0.9825733588037657, 107896: 0.9825676892593038, 72546: 0.9817845798319265, '706754': 0.9813703974318898}"
1368,1368,1368,728238,"{'618875': 0.9861052751609362, 39281: 0.9847387687487955, 99863: 0.9832830706174448, 84042: 0.9830401207738091, 40876: 0.98228683468061}"
1369,1369,1369,728259,"{97490: 0.9902119548262017, 51736: 0.990187674698764, 2780: 0.9897967378636433, 93613: 0.9895996599279738, '701991': 0.9892516229872564}"
1370,1370,1370,728344,"{56318: 0.9640052746267979, '372016': 0.9637067837507952, 87776: 0.9631091579015266, 100307: 0.9630876816176406, 37417: 0.9626778042875861}"
1371,1371,1371,728426,"{89349: 0.988045315919971, 111912: 0.9879351763463798, '705705': 0.9878988674518521, 3011: 0.9875854207237285, 96977: 0.9875499457793124}"
1372,1372,1372,728481,"{101533: 0.9889561382023886, '477476': 0.9869846920407999, 31246: 0.9862357733159792, 1: 0.9862280496185682, 43408: 0.986097572221944}"
1373,1373,1373,728491,"{31280: 0.9796719381290119, 23477: 0.9790466390194921, 40876: 0.9779241594267194, '708643': 0.9771065159881771, 32106: 0.9757049954567021}"
1374,1374,1374,728508,"{'461042': 0.9962363276825105, 18551: 0.9955058858020631, 95831: 0.9954993399264119, 112978: 0.9952400738148308, 104385: 0.9951956100859779}"
1375,1375,1375,728530,"{32127: 0.9854464583937882, '704568': 0.9834373905968324, 34666: 0.9831297293198152, 109288: 0.9828228460516923, 49998: 0.9818452039876895}"
1376,1376,1376,728539,"{69575: 0.9828420714844261, '726568': 0.9816874737911233, 102097: 0.9806612670913902, 16276: 0.9805860304273245, 83078: 0.9804734400971014}"
1377,1377,1377,728548,"{52310: 0.9815100155363348, '650492': 0.9813207562074591, 85573: 0.9810140864987558, 27: 0.9808324274602206, 97869: 0.9808105733874813}"
1378,1378,1378,728549,"{'727249': 0.9916954174047123, 100674: 0.9903527773300582, 111472: 0.9902987381811671, 93019: 0.9896575290934378, 34989: 0.9895250139749165}"
1379,1379,1379,728550,"{'723318': 0.9898211005952228, 98809: 0.9888141694162431, 112244: 0.9883957003728453, 109475: 0.9883513799672382, 109388: 0.9882415411824645}"
1380,1380,1380,728591,"{110777: 0.9888673968572406, 97490: 0.9875665369645776, 25111: 0.987429923158078, '725232': 0.9871615206497918, 108133: 0.9864738743920459}"
1381,1381,1381,728593,"{36979: 0.9830794929347725, 47253: 0.9829768525225482, 97490: 0.982796888347815, 10076: 0.9824513080442958, '452730': 0.9822614902577856}"
1382,1382,1382,728603,"{84891: 0.9897344381209932, 113189: 0.9893955093827501, 36198: 0.9893919666952824, '728566': 0.9883825652224397, 99323: 0.9881802127030441}"
1383,1383,1383,728605,"{53481: 0.9914392063471452, 75522: 0.9901445630089658, 105086: 0.9899199935983839, '622352': 0.9895604637273087, 107536: 0.9894900243736019}"
1384,1384,1384,728648,"{51738: 0.9816970406729904, 94999: 0.9805638189353454, 45007: 0.980194145874516, '728566': 0.9801789887500193, 101244: 0.980116272714981}"
1385,1385,1385,728718,"{74890: 0.9884381411861762, '728648': 0.9883371255220966, 100976: 0.9859670913004241, 2006: 0.9857437463633646, 36109: 0.9857356528848605}"
1386,1386,1386,728734,"{16371: 0.9832437227242323, 75228: 0.9823902684479151, '692008': 0.9822501097128069, 16788: 0.982043708893725, 16546: 0.981599391984051}"
1387,1387,1387,728799,"{102537: 0.9919302353758528, 44391: 0.9918378288808296, 2780: 0.9907586745482544, 113189: 0.9906859257825452, '684433': 0.9904023943318376}"
1388,1388,1388,728806,"{'728718': 0.9853741998279655, 98981: 0.9853184060952994, 104856: 0.9851454916432774, 102174: 0.9848165041912224, 106820: 0.9847172381842966}"
1389,1389,1389,728820,"{95844: 0.9877816093003963, '728718': 0.9870345722963587, 12964: 0.9861567487036754, 47253: 0.9850614931618302, 74273: 0.9849422247775945}"
1390,1390,1390,728823,"{'728648': 0.9913896891646136, 30971: 0.9895559963945422, 43408: 0.9889580402425512, 102131: 0.9888266085673424, 53747: 0.9888043947706613}"
1391,1391,1391,728941,"{110886: 0.9881692404793173, 94854: 0.98784654845899, '345298': 0.9872584291740207, 97967: 0.987093481317581, 113189: 0.9865506899586941}"
1392,1392,1392,728948,"{103159: 0.9836430394183326, 102868: 0.9812116076482692, 103469: 0.9811439066117844, 36198: 0.9807435456558818, '418913': 0.9805427873152275}"
1393,1393,1393,728985,"{113189: 0.9918788500233352, 47253: 0.9911527303391137, 6854: 0.9908293540633919, 113644: 0.9907843413058294, '728755': 0.9905092491128035}"
1394,1394,1394,729066,"{84035: 0.9856934195246476, 44866: 0.9855443221133032, 84580: 0.9848872665557444, '623227': 0.9848317932797878, 44391: 0.9837394374733491}"
1395,1395,1395,729070,"{104855: 0.9859717008281301, 3647: 0.985553491264311, 102868: 0.9848016790626365, 83873: 0.9844834198466005, '728718': 0.9842630188484884}"
1396,1396,1396,729122,"{'274572': 0.9823145965590773, 109868: 0.9818086520797115, 102881: 0.9816164250843664, 27479: 0.9815449655323929, 105820: 0.9813785437301121}"
1397,1397,1397,729130,"{45872: 0.9872858832783097, 102099: 0.9869666174654538, 44064: 0.9856546658600623, 50763: 0.9855183173092955, '728603': 0.9855114389059108}"
1398,1398,1398,729134,"{45202: 0.9866483532757354, '719015': 0.986288684537194, 84803: 0.9860994715645096, 50646: 0.9860070334078842, 2909: 0.9859401135217859}"
1399,1399,1399,729148,"{279: 0.9896669918798875, '705911': 0.9895245074516436, 93114: 0.9885433116053091, 113946: 0.9880902489008965, 4033: 0.9878730038842893}"
1400,1400,1400,729172,"{'700047': 0.9953211705374666, 104095: 0.9950944008903865, 35710: 0.9948044529038814, 47893: 0.9940652307745419, 53586: 0.993571313273826}"
1401,1401,1401,729293,"{28772: 0.9961025167700555, 108621: 0.9958012391258466, '626235': 0.9956716196308043, 42208: 0.9954147758204166, 110017: 0.9954014313883465}"
1402,1402,1402,729363,"{'649492': 0.9867308465803575, 103469: 0.985937327994247, 101936: 0.9853719792394308, 96174: 0.9851264122539423, 64238: 0.9848658182051302}"
1403,1403,1403,729434,"{114070: 0.9923071603411663, 112184: 0.9886328964163392, 106386: 0.9884984710756453, 100821: 0.9874781859650074, '728718': 0.9873955977630734}"
1404,1404,1404,729435,"{114070: 0.9923071603411663, '728823': 0.9886328964163392, 106386: 0.9884984710756453, 100821: 0.9874781859650074, 40490: 0.9873955977630734}"
1405,1405,1405,729449,"{29959: 0.9989435164039252, 100735: 0.9981449039694321, '672156': 0.9981400059119379, 96277: 0.997873603293169, 3998: 0.9976839864294024}"
1406,1406,1406,729460,"{95462: 0.9955237869553017, 94646: 0.9953722801976982, '702817': 0.9950344338856281, 43380: 0.9949657081660261, 112763: 0.9948537171895716}"
1407,1407,1407,729566,"{97490: 0.9837573021446747, 64238: 0.9836948727482702, '677110': 0.9827479167345317, 102467: 0.9827401323262916, 56886: 0.9825917835622819}"
1408,1408,1408,729593,"{56231: 0.9827285259988036, 36662: 0.9825133224555875, 45019: 0.9820830245213245, 54929: 0.9820475320658177, '729522': 0.9820271468887374}"
1409,1409,1409,729610,"{108639: 0.9845224230090965, 114746: 0.9840252418156121, 28729: 0.9828029985809648, 111950: 0.982714291939229, '647016': 0.982504265913662}"
1410,1410,1410,729616,"{111710: 0.9884888953882306, 98986: 0.9880816173447879, '650804': 0.9879805809658857, 103523: 0.9872640289359429, 101802: 0.9871806457273681}"
1411,1411,1411,729925,"{93743: 0.9870118935252183, 107568: 0.9867319177280999, '692829': 0.9859120771442829, 98105: 0.9858500424233543, 94832: 0.9857475994208492}"
1412,1412,1412,729935,"{75947: 0.9819012921878867, '729932': 0.9776953567917408, 85285: 0.9765780652518875, 87223: 0.9763777499780948, 102740: 0.9760753472404069}"
1413,1413,1413,729936,"{75947: 0.9819012921878867, 101684: 0.9776953567917408, 85285: 0.9765780652518875, '729935': 0.9763777499780948, 102740: 0.9760753472404069}"
1414,1414,1414,730099,"{30919: 0.9920204739584717, '648967': 0.9893442490480905, 45957: 0.989129679993139, 48894: 0.9877181270786319, 50093: 0.9875589860072879}"
1415,1415,1415,730222,"{34585: 0.9827030334136585, 13359: 0.9822370593143528, '524500': 0.9819164084658936, 42480: 0.9817686562633692, 74193: 0.9817167440502425}"
1416,1416,1416,730248,"{4983: 0.9891398937627547, '713181': 0.988903122987374, 42391: 0.9888262555409165, 96333: 0.9884383724264358, 56318: 0.9881399504484828}"
1417,1417,1417,730249,"{4983: 0.9891398937627547, 30760: 0.988903122987374, 42391: 0.9888262555409165, '702226': 0.9884383724264358, 56318: 0.9881399504484828}"
1418,1418,1418,730258,"{'252153': 0.9793133531732813, 115: 0.9791467066963442, 36143: 0.9769136613463103, 37525: 0.9768283654440004, 68048: 0.9766185749622038}"
1419,1419,1419,730673,"{102684: 0.9927234193725367, '633068': 0.9896151445252664, 45243: 0.9894316568605778, 87816: 0.9889724553978831, 114076: 0.9887967531513987}"
1420,1420,1420,730755,"{'730754': 0.9957838603178022, 44099: 0.9950791925212201, 37270: 0.9949262989838032, 69068: 0.9939950921735891, 94854: 0.9939545661827829}"
1421,1421,1421,730756,"{102642: 0.9957838603178022, 44099: 0.9950791925212201, '730755': 0.9949262989838032, 69068: 0.9939950921735891, 94854: 0.9939545661827829}"
1422,1422,1422,730779,"{111823: 0.9931754921487024, 101572: 0.9929688212097649, 101551: 0.9922432226652461, 101008: 0.9920417860630125, '716196': 0.9917712814086285}"
1423,1423,1423,731355,"{103018: 0.9772089734091691, 51728: 0.9762265656686839, 110777: 0.9757017506891057, '392312': 0.9731579947282265, 51732: 0.9729676677263404}"
1424,1424,1424,731373,"{87771: 0.9941896775174474, 72717: 0.992952853409133, '728820': 0.9926755889526313, 35616: 0.9925520158636548, 16150: 0.9921939575006091}"
1425,1425,1425,731533,"{112884: 0.9863757329137478, '730618': 0.9860692521250947, 30760: 0.9857698575578641, 97212: 0.9857166562621846, 38126: 0.9856483435620542}"
1426,1426,1426,731545,"{'697006': 0.9946380061039223, 789: 0.9942523073958293, 13755: 0.9939566017795028, 63208: 0.9937663347157777, 84889: 0.9935629170323913}"
1427,1427,1427,731862,"{110722: 0.9945628648422218, 101188: 0.9942269213701476, 3647: 0.9938536579723433, 113189: 0.9935883078955858, '687550': 0.9929604774089135}"
1428,1428,1428,731867,"{'681614': 0.9942714232067924, 64263: 0.9933862105333785, 6854: 0.9933701521576984, 101188: 0.993160023609652, 112864: 0.993040706064952}"
1429,1429,1429,731921,"{'686266': 0.993124932648086, 37198: 0.9926877901046284, 100793: 0.9922068104302497, 101472: 0.9910641972169647, 99920: 0.9909719956838053}"
1430,1430,1430,731924,"{37417: 0.9819123749443952, 5805: 0.9799024416020747, 10375: 0.9783510027359337, 43408: 0.9779916961713344, '681418': 0.9777486784537915}"
1431,1431,1431,732247,"{64238: 0.9865176787778288, 109288: 0.9864671055908012, 97490: 0.9859196564414434, '342809': 0.9854453471887622, 40876: 0.9849495363568519}"
1432,1432,1432,732260,"{31737: 0.9817141730640834, 97967: 0.9802746257586554, 108744: 0.9800691284288661, '727106': 0.979774180196825, 61745: 0.9797123162046137}"
1433,1433,1433,732388,"{56139: 0.9806707295352259, 59310: 0.9799972089776117, '731984': 0.9794585174272408, 445: 0.9761294267264153, 9375: 0.9757197346993884}"
1434,1434,1434,732508,"{113794: 0.978434674319685, 65603: 0.9771911220857179, 1309: 0.9766109932507838, 35056: 0.9764279165383869, '731719': 0.976315449455993}"
1435,1435,1435,732550,"{105225: 0.9814709558339496, 99323: 0.9809875208554142, 103159: 0.9806799459136476, '727305': 0.9803595533244268, 96936: 0.9795335542585409}"
1436,1436,1436,732626,"{103159: 0.9908500700105238, 103469: 0.9896198418551351, 108950: 0.989532488012674, 69068: 0.9890291721501587, '587973': 0.9888457478362463}"
1437,1437,1437,732644,"{105684: 0.9789513612049938, '722131': 0.9760052382797633, 62622: 0.975842458950537, 100927: 0.9757490031884007, 6998: 0.974585445231674}"
1438,1438,1438,732645,"{'453359': 0.9883827434560977, 102547: 0.9863917396538097, 110687: 0.9858816786556506, 100996: 0.9856242338524088, 113368: 0.9852723299511101}"
1439,1439,1439,732671,"{'718088': 0.9803761609965256, 12742: 0.9781253431745198, 35785: 0.9772855901366055, 41236: 0.9769723315794204, 35700: 0.9768339672857695}"
1440,1440,1440,732681,"{100591: 0.9936506038953731, 35919: 0.9934561803807368, '732680': 0.992837962988506, 47253: 0.9918345999160848, 102841: 0.9910016102225262}"
1441,1441,1441,732682,"{'732649': 0.9904528132631285, 67108: 0.9898086031854407, 34773: 0.9894477500098109, 6182: 0.9893654870042814, 16615: 0.9892680289632767}"
1442,1442,1442,732695,"{95084: 0.9814303234761653, 98656: 0.9801948213738816, 95352: 0.9800527296058578, '185103': 0.9799880182577353, 100811: 0.9797076129686769}"
1443,1443,1443,732700,"{64238: 0.9814485079376694, 44483: 0.9799922440928889, 60138: 0.9794427422378497, 47542: 0.9794176309357749, '707145': 0.9785200234157403}"
1444,1444,1444,732796,"{34366: 0.987807730252264, 48734: 0.9835922779289946, 34725: 0.982969586434248, '493172': 0.9827889332268857, 49459: 0.9821301930123653}"
1445,1445,1445,733254,"{84580: 0.9886054811193784, '631750': 0.9876778809725867, 96333: 0.9875011743398513, 97621: 0.9865443107468851, 102537: 0.9862495381757794}"
1446,1446,1446,733348,"{'442940': 0.9911478853615585, 3647: 0.9909805026253116, 85573: 0.9896713575266499, 37187: 0.9890281474097447, 6854: 0.9881693860474274}"
1447,1447,1447,733511,"{45411: 0.9882027281335076, 101867: 0.9881438797249581, 4898: 0.9877247088416445, '420360': 0.9877129704138524, 101188: 0.987205503212042}"
1448,1448,1448,733702,"{'718375': 0.979857361210005, 110793: 0.978798847957884, 46432: 0.9776509652081014, 45614: 0.9773507403344404, 48767: 0.9773222659281496}"
1449,1449,1449,733703,"{29931: 0.9850618762394588, 98348: 0.9850618202848498, 97848: 0.9849335667086927, 108873: 0.9842549350923812, '728576': 0.9842264472949126}"
1450,1450,1450,733706,"{'721445': 0.99051598424436, 7482: 0.9901540927391544, 717: 0.9897799702531622, 101328: 0.9896872248071092, 90860: 0.9893720056890243}"
1451,1451,1451,733739,"{'369203': 0.9897704380838335, 29700: 0.9883154497279234, 3278: 0.9882660182766563, 2006: 0.9882318513095408, 42808: 0.988136926400423}"
1452,1452,1452,733898,"{97437: 0.9834573552229342, 83993: 0.9832419434034865, 107624: 0.9831020433311135, '719775': 0.9822369924922635, 100927: 0.9820090532344009}"
1453,1453,1453,734137,"{'727523': 0.9875317187234602, 94411: 0.9871983580902002, 74890: 0.9863614574177834, 2780: 0.9860251265426488, 104901: 0.985092369355984}"
1454,1454,1454,734311,"{46608: 0.9810905555232016, '734273': 0.9775013296160475, 97848: 0.9765807606657282, 34725: 0.9748867133339634, 34366: 0.9747392272538998}"
1455,1455,1455,734380,"{94411: 0.9773039128255844, 74890: 0.9771612314989848, 101390: 0.976244608635789, '730567': 0.9761479315572561, 47035: 0.9761339385278331}"
1456,1456,1456,734462,"{19486: 0.9919413477836408, 102697: 0.9902255287566625, '693248': 0.9891676459612802, 112662: 0.9891653629135322, 38012: 0.9891166947690062}"
1457,1457,1457,734545,"{107570: 0.9914161327192669, 36198: 0.9909577014482225, 114702: 0.9907612900845885, 108389: 0.9904583762851129, '688714': 0.9903099563252572}"
1458,1458,1458,734620,"{42939: 0.9932023733963878, 102841: 0.9914819482700427, 35919: 0.9914299309413128, '651803': 0.9912880813573157, 5985: 0.9911886309103528}"
1459,1459,1459,734621,"{101572: 0.9909597868204489, 19486: 0.9894548957552949, '734620': 0.9894280174220752, 99622: 0.9893797630748516, 56318: 0.9892430416400556}"
1460,1460,1460,734648,"{76145: 0.9848562126187606, 7352: 0.9838108535970737, 40883: 0.9836047555557228, 44616: 0.9831751302460454, '734646': 0.9831019670414781}"
1461,1461,1461,734662,"{'695621': 0.9861211117348617, 44733: 0.9860946358257525, 47253: 0.9855592254852342, 24404: 0.9851492333903377, 3647: 0.9848006156133319}"
1462,1462,1462,734672,"{'712469': 0.9855720948047364, 47735: 0.9851324265715204, 37417: 0.9842897243767147, 47253: 0.9838916965066259, 113644: 0.9837906787657621}"
1463,1463,1463,734702,"{49320: 0.9802147609961673, 18324: 0.9782456142171586, 44616: 0.9778346369109006, '734701': 0.9775923785107075, 66594: 0.9775741547495375}"
1464,1464,1464,734769,"{2780: 0.9910407538298488, 104813: 0.9908920096934416, 102537: 0.990849808627756, 101390: 0.9908122340935595, '682440': 0.9897551532618278}"
1465,1465,1465,734771,"{35434: 0.9858501963705216, 97635: 0.9857897510487252, 99805: 0.9856050109493594, 89945: 0.9853870045075473, '734311': 0.9851441579716614}"
1466,1466,1466,734779,"{23476: 0.9759584547825497, 41236: 0.9752000563956355, 14270: 0.9747833714343337, '707836': 0.9733894026879493, 35700: 0.9730072714711783}"
1467,1467,1467,734836,"{104394: 0.9895519011140786, '734771': 0.9893615856050353, 36198: 0.9882115853955769, 31670: 0.9877929788684892, 102043: 0.9876948245992366}"
1468,1468,1468,734889,"{84887: 0.9879974417462598, 102870: 0.9877470113798521, '734672': 0.9877071664641014, 47253: 0.9874845395163511, 84062: 0.9874273820397315}"
1469,1469,1469,734906,"{'725722': 0.9858426937486808, 34577: 0.985395304102416, 106304: 0.9849240275556312, 32132: 0.9848570822586653, 76194: 0.9846761507642882}"
1470,1470,1470,734958,"{112579: 0.9896670406177185, 64238: 0.9892395020279982, 94977: 0.9890872871424687, '717930': 0.9890122580749174, 101188: 0.9887829140005167}"
1471,1471,1471,734965,"{102415: 0.9911231550604693, 101188: 0.990639484717448, '707740': 0.9903736670798812, 99271: 0.9895992217103935, 47253: 0.9893413111445233}"
1472,1472,1472,735092,"{30916: 0.9941092485474767, 38775: 0.9940166220913674, 37855: 0.9938572742856485, '735091': 0.9937664757687674, 7509: 0.9935910647344113}"
1473,1473,1473,735181,"{'676225': 0.993311943553983, 64238: 0.9929445182942525, 113189: 0.9924057466427636, 47253: 0.9921177805049827, 4354: 0.9921004777277035}"
1474,1474,1474,735186,"{42868: 0.9984898592530231, 30255: 0.9975402083481839, '712546': 0.9973673348713227, 4941: 0.9969972651579585, 100455: 0.9969657044562741}"
1475,1475,1475,735199,"{103096: 0.9959573816334129, 104813: 0.9953770945064772, '655945': 0.9949047589417094, 101390: 0.9948934094012369, 102537: 0.994803900485741}"
1476,1476,1476,735443,"{106942: 0.9895847419308497, 37619: 0.9885440517625729, 103296: 0.9883290040147, '726949': 0.9879029837646968, 114550: 0.9878083319679916}"
1477,1477,1477,735585,"{'657623': 0.9912969805298922, 96333: 0.9909001952710383, 83759: 0.9908777714341921, 46895: 0.9896676184645967, 38712: 0.9893803936243502}"
1478,1478,1478,735610,"{2780: 0.9916736896503205, 113173: 0.9915852873267641, '716887': 0.9910992331375901, 47253: 0.9910346598464546, 84891: 0.9907010395641901}"
1479,1479,1479,735616,"{44785: 0.995015612628064, 84891: 0.9949375642931442, 102060: 0.9945153103375597, '676225': 0.9944619946679382, 32871: 0.9941864765830764}"
1480,1480,1480,735682,"{60138: 0.9842197419270066, 47319: 0.9817865568422375, '718383': 0.9808274919579782, 2780: 0.9804456553599759, 18480: 0.9803522093448614}"
1481,1481,1481,735796,"{47253: 0.9875062710413386, 96920: 0.9868621303604876, 108720: 0.9865675499308892, 26339: 0.9854934151929629, '735794': 0.9854921960805926}"
1482,1482,1482,735797,"{36198: 0.985763233285296, 96920: 0.9854859520304105, 68228: 0.9854495122556125, '735794': 0.985429015063219, 47253: 0.9854127419154638}"
1483,1483,1483,735798,"{47253: 0.986799506734344, '735794': 0.9858273489883046, 100996: 0.9848987120765106, 108720: 0.9848016440713265, 113644: 0.9832820477806236}"
1484,1484,1484,735800,"{96920: 0.9847437707312, '735796': 0.9844338375852277, 108720: 0.9843402017471653, 36198: 0.984000851056708, 102415: 0.9837040689092764}"
1485,1485,1485,735801,"{47253: 0.9858236786396756, '735798': 0.98418758004055, 36198: 0.9836098000196314, 86409: 0.9835308798861612, 45032: 0.9834836885893523}"
1486,1486,1486,735930,"{31501: 0.9878278135770726, 1805: 0.9876961890393907, 6433: 0.9866238402419555, '496118': 0.9858077792374027, 50839: 0.9857585575736184}"
1487,1487,1487,735971,"{46683: 0.9804022971083888, 114469: 0.9799965290071728, 106690: 0.9797624689715084, 51728: 0.9794076536279133, '600500': 0.9790857037425849}"
1488,1488,1488,735972,"{'690244': 0.978138680260192, 31770: 0.9776903674082169, 104255: 0.9771964602211031, 102598: 0.9771569812036272, 102415: 0.977114358714621}"
1489,1489,1489,735984,"{7824: 0.9893408923604182, 24896: 0.9885571947288175, 104855: 0.9869074628399114, 61468: 0.9863393702702308, '729148': 0.9863352426843892}"
1490,1490,1490,735992,"{59675: 0.9856852382209497, 48213: 0.9847580290089095, '595177': 0.9843432037774016, 80862: 0.9838501794220333, 27420: 0.9838063517772483}"
1491,1491,1491,736028,"{44457: 0.991285634853511, '736018': 0.9907005451731463, 30852: 0.9899614693252106, 40487: 0.9896287066968696, 34367: 0.9896065728815243}"
1492,1492,1492,736030,"{19486: 0.9896363981505004, 64238: 0.9889366667347874, 31602: 0.9888135936582662, '731921': 0.9886614644106607, 107570: 0.9886470287047671}"
1493,1493,1493,736054,"{37051: 0.9930454406360983, '726272': 0.9913373539759806, 12499: 0.9910704625953624, 235: 0.9910150643731497, 75568: 0.990845631071063}"
1494,1494,1494,736080,"{104937: 0.9901094916514322, '651337': 0.9900818418130204, 21360: 0.9895952560052547, 2780: 0.9895759100535102, 99323: 0.989281166008831}"
1495,1495,1495,736233,"{'693977': 0.9879630672960621, 64238: 0.9873864082413544, 97490: 0.9865269232353886, 114469: 0.98572918232442, 106820: 0.9857071853092381}"
1496,1496,1496,736291,"{64238: 0.9821006552990553, 101534: 0.9809639225196102, 82940: 0.9809632942373693, '373322': 0.980715890609577, 100996: 0.9799002310688205}"
1497,1497,1497,736472,"{93462: 0.9948643772148983, 70354: 0.9939270199616168, 99618: 0.9935433944195433, 91590: 0.9932588197774066, '736465': 0.9932089792114183}"
